Candidate_Entity.id,Candidate,Num_of_Records,Total_dollar
41759063,"BARNES JR, RUDOLPH C",0,0
41757741,"OMALLEY JR, THOMAS JOSEPH",23,22701.65
41757738,"WOFFORD, ANN",38,37461.53
41757722,"OLIVAS, MIGUEL",0,0
41757701,"BUCHANAN, MARTIN L",0,0
41757700,"WORTHEY, ROBERT LEE",0,0
41757697,"MCREDMOND, MIKE",0,0
41757696,"GRIFFITH, BRUCE",0,0
41757690,"WILLMENG, CLIFF",0,0
41757688,"LONGSTRETH, RICHARD",0,0
41757687,"DINGES, DARRELL",0,0
41757663,"NEWELL, CASEY",0,0
41757662,"MERCER, JAY",0,0
41757660,"RISLEY, ROBERT",0,0
41757659,"GRADERT, JAMIESON HALE",3,190
41707161,"FITZPATRICK, THOMAS",0,0
41707160,"BOLLENTIN, MICHAEL R",0,0
41707159,"DEPASQUALE, THOMAS",0,0
41707157,"RIVERA, DIEGO",0,0
41707156,"DELANEY, DAN",0,0
41707155,"ONEILL, DAN",0,0
41707154,"HAUSSMANN JR, ARTHUR T",0,0
41707153,"SHAMY, JUDITH",0,0
41707152,"MALLIAH, RAJIT B",0,0
41707151,"BELUSIC, CLAUDIO",0,0
41707150,"BERLINSKI JR, LAWRENCE W",0,0
41707149,"KEENAN, JAMES",13,202.48
41707148,"FRANCO, GABRIEL BRIAN",0,0
41707147,"BEECHWOOD, ERIC",0,0
41707146,"SIHR IV, WILLIAM F",0,0
41681000,"SMITH, GEOFFERY SUHMER",10,7812.86
41680313,"CAMP, RICH",0,0
41680312,"BOMBERGER, JEFF",0,0
41680304,"GOMEZ, RICHARD",0,0
41680303,"FLORES, J CESAR",0,0
41680302,"MEJIA, KENNETH",0,0
41680265,"ROGERS, ROBERT L (BOB)",17,24743.63
41677169,"TAUB, HAROLD RUSSELL",216,104966.21
41677045,"JOHNSON, JEFFREY C",0,0
41677026,"HAMILTON, JOHN D",0,0
41676954,"CAIOZZO, SALVATORE G",0,0
41676937,"ARCHER, STEVEN",17,12868.06
41676747,"PEIRO, MARIA",6,6900
41676744,"ADAMS, DAVID (TUBBS)",0,0
41676729,"MILSTEIN, LYLE",1,-1305.75
41676724,"FEIGENBAUM, MARTIN (MARTY)",35,30551.76
41676723,"ENDRISS, DON",2,10000
41676722,"CANOVA, TIM",23132,3824595.89
41676710,"STEIN, GARY",0,0
41676700,"BYRON, DAVID",0,0
41676699,"BONGINO, DAN",472,417394.38
41676698,"XUNA, JOHN (JUAN)",5,1849.31
41676696,"NEGRON, REBECCA",864,955318.25
41676695,"KOZELL, RICK",809,557124.46
41676689,"SAWYER III, JOHN W",0,0
41676687,"SATCHER, JAMES",0,0
41676683,"LANGE, JIM",166,71497.13
41676679,"QUINN, CHRISTINE",16,43164.05
41676665,"TAGER, ROBERT MATTHEW",80,21223
41676650,"GRABELLE, JUSTIN",311,318667.19
41676642,"RANDOLPH, SUSANNAH",1524,761155.75
41676640,"LIEBNITZKY, WAYNE",31,32432.97
41676632,"STINSON, BILL",8,20500
41676626,"PLASKON, MIKE",0,0
41676624,"BUSCH, MARK",0,0
41676622,"MCGOVERN, JAY",64,68896.44
41676621,"MCCULLOUGH, WILLIAM (BILL)",30,26367
41676619,"GALLOWAY, G G",164,173606.95
41676614,"HOLLOWAY, LASHONDA (LJ)",29,21442.66
41676607,"MURPHY, DANIEL",0,0
41676606,"MCCLURE, BILL",18,167017.71
41676601,"KAUFMAN, STEPHEN J",30,30371.37
41676595,"BRUDERLY, DAVID E",52,50154.84
41676585,"ROBERTS, ANTOINE EDWARD",0,0
41676581,"LAPHAM, ROB",13,7596.6
41676575,"CRAPPS, STEVE",0,0
41676573,"ZUMWALT, JAMES",145,135503.23
41676568,"SPECHT, STEVEN",85,70562.11
41676561,"BYDLAK, REBEKAH JOHANSEN",252,215156.87
41557287,"MURPHY, STEPHANIE",968,1073495.37
41550243,"ATHEY, TED",0,0
41529257,"DOSEV, CRIS",116,492898.03
41529165,"MALIN, EDWARD ANTHONY (ED)",9,87100
41529161,"SACKRIN, ADAM",7,10877.51
41442960,"KING, BRENT",10,14505.92
41316500,"SAMPSON, JERMAINE",0,0
41316497,"GRAHAM, DEVIN LANCE",0,0
41316496,"FONTANESI, RICHARD M",0,0
41316495,"BURKETTE, BILLY",0,0
41316493,"KREFFT, KENNETH J",0,0
41316490,"JOHNSON, MIKE",754,972715.25
41316487,"HALVERSON, MARK DAVID",0,0
41316485,"BAUCUM, RALPH (TREY)",539,779463.47
41316484,"VIDRINE, HERMAN L",0,0
41316483,"SCELFO SR, KENNY P",0,0
41316480,"RADER, LARRY",22,24227.57
41316479,"HIGGINS, CLAY",114,186621.27
41316478,"HEBERT, JACOB (DORIAN PHIBIAN)",0,0
41316477,"GEYMANN, BRETT",194,139364.98
41316472,"YANG, CHUEMAI",0,0
41316470,"FAUST, DANIL EZEKIEL",3,7709
40814592,"LAWHORN, ZANE",68,101355.46
40814577,"WALKER, SCOTT",0,0
40814576,"MILLER SR, MICHEAL C",0,0
40753444,"FRAZIER, BRIAN",56,27815.34
40656123,"BAEZ, LEONEL",0,0
40656122,"CACERES, YOHANNY M",0,0
40656111,"LEE, YUNGMAN F",335,357575
40655152,"COPE, CLAY",133,103752.67
40652102,"CADENA, ANGEL",0,0
40626247,"IRON EYES, CHASE",202,225824.97
40624943,"STRUEMPF, LAWRENCE GERARD",0,0
40624942,"HARDY, CHARLES E",16,10901.68
40624940,"RAMMELL, REX F",11,18361
40624939,"KONSMO, MIKE",15,16555
40624936,"BEAUDRY, HEATH",0,0
40622464,"KAAIHUE, ANGELA AULANI",0,0
40622464,"KAAIHUE, ANGELA AULANI",0,0
40622463,"HAFNER, ERIC",0,0
40622461,"OSTROV, SHIRLENE DELACRUZ",70,42274.86
40622461,"OSTROV, SHIRLENE DELACRUZ",0,0
40622454,"TURNER, RICHARD L",0,0
40622443,"YIM, ALAN J K",0,0
40622443,"YIM, ALAN J K",0,0
40622388,"CHAN HODGES, SHAY",34,17052.54
40622382,"OCASIO, JAVIER",0,0
40622382,"OCASIO, JAVIER",0,0
40622380,"KIM, HOWARD",0,0
40622380,"KIM, HOWARD",0,0
40622378,"AHU ISA, LEI (LEINAALA)",0,0
40621986,"WATTS, JON BRIGGS",0,0
40621985,"TINGLEY, JESSE J (MESSY)",0,0
40621984,"LINDBECK, STEVE",1965,1088730.59
40621983,"HIBLER, WILLIAM D (BILL)",0,0
40621982,"HEIKES, GERALD L",0,0
40621857,"OHALLERAN, TOM",2892,2252318.4
40621855,"BABEU, PAUL RAYMOND",1587,1267301.12
40621854,"STRAUSS, RAY",87,107304
40621849,"FUENTES, TALIA",21,22098.82
40621845,"SINUK, BRIAN",5,5167.66
40621519,"KINGSON, ERIC",526,300597.04
40621517,"DEACON, COLLEEN",2591,1476361.81
40621508,"TEACHOUT, ZEPHYR",14029,5019216.47
40621507,"YANDIK, WILL",855,400651.61
40621504,"OLIVA, PHIL",283,224657.06
40621502,"MIRZA, ALI A",149,67708.56
40621490,"KAIMAN, JON",777,447728.45
40620470,"BUDD, THEODORE PAUL",495,653504.94
40620469,"DALY, KAY RYON",170,182915.57
40620467,"FEATHER, KATHLEEN M",1,-690
40620464,"SNYDER JR, JAMES EUGENE",0,0
40620463,"WALSER, JASON ALBERT",95,87279.71
40620461,"HENNING IV, PAUL HENRY",86,77591
40620460,"ROUCO, GEORGE EDWARD",77,77114.75
40620459,"SHOAF, FARREN KENT",26,15452.88
40620456,"GANT, CHAD AARON",0,0
40620454,"FERGUSON, MAZIE BUTLER",0,0
40620451,"ISNER, ROBERT STUART",28,19849.89
40620449,"DUFFIE, RYAN PATRICK",10,6585
40620444,"MILLER, DERRICK FLOYD",0,0
40620437,"BRYSON, FREDRICK E (RICK)",55,45285.53
40620434,"BAKER, JEFFREY RONALD",0,0
40620432,"WILEY JR, ALBERT LEE",0,0
40620431,"CANO JR, FERNANDO CHRISTIAN",102,53978.32
40620427,"MILLS, THOMAS MARTIN",770,400314.81
40620422,"GLIDEWELL III, POWELL WATKINS",135,93572.54
40620416,"ROBERTS SR, JAMES HENRY",9,4842.61
40620415,"WALLIN, CHARLES RONNIE (CHARLIE)",9,3831.09
40620413,"KIMBALL SR, TEIJI",0,0
40620412,"GOOGE, JIANGXIU FU",99,129469.32
40620403,"HIGHT, STEVEN ENNIS",0,0
40620401,"MCNEIL, JOHN PATRICK",159,82875.84
40620400,"WATSON, JANE CORNELIA",0,0
40620399,"BREWINGTON, ELTON REGINALD",0,0
40620398,"SUMMERELL, JOSEPH JOHN (JJ)",22,21511.64
40620397,"DEW JR, HAROLD POWELL",21,21148
40620390,"TURNER, DANNY R",6,632.75
40609598,"GALLAGHER, MIKE",3993,2767173.26
40609594,"RAIHALA, DONALD",0,0
40609592,"ARNDT, JOHN",0,0
40609588,"DAHLKE, JEFF",32,35170
40609583,"LEBECK, JASON",5,555.48
40609582,"SOLEN, RYAN",37,23627.19
40609581,"ZIMMERMAN, SPENCER",0,0
40609580,"NEHLEN, PAUL",2499,1522533.65
40609519,"SIDIE, JAY",931,573741.67
40609518,"POTTER, BRITANI",38,19922
40609517,"MCLAUGHLIN, NATHANIEL W",5,15269.49
40609515,"GOODE SR, GREGORY MICHAEL",69,40979.6
40606523,"HUGHES, DAVE",45,19835.65
40606522,"ADAMS, JUDY EVELYN",0,0
40606521,"SNYDER, DAVID",93,70955
40606520,"KERN, A J",37,28124.87
40606519,"MUNRO, PATRICK",0,0
40606517,"HELLAND, BOB",7,1538
40606515,"DRAKE, FRANK NELSON",60,36920.4
40606513,"RECHTZIGEL, GENE",0,0
40606510,"RYAN, GREG",56,51293.21
40606509,"BEY, NIKOLAY NIKOLAYEVICH",0,0
40606506,"LEWIS, JASON",1284,1033372.68
40606505,"MILLER, DARLENE",431,404170.67
40606504,"ERICKSON, MATTHEW D",23,63964.88
40606503,"WILLIAMS, STEVE",0,0
40605515,"ROSENTHAL, PHILIP JEFFREY",145,101059.64
40588010,"WORTHINGTON, LA (WORTHY)",0,0
40588009,"WINEBERRY, JESSE",8,11500
40588008,"WALSH, MARGARET M",0,0
40588006,"VENTRELLA, TONY",36,32634.9
40588005,"VEGA, TYLER MYLES",0,0
40588003,"STORMS, ALEX",0,0
40588002,"SMITH, DANIEL",0,0
40588001,"SKOLD, ALIDA",5,26300
40587999,"RAMOS, SANTIAGO",40,31422.45
40587998,"PAKOOTAS, JOE",761,338600.59
40587997,"NUCHIMS, PAUL L",0,0
40587996,"MCGEE, KRYSTOL",0,0
40587994,"MCDERMOTT, JOE",847,469355.42
40587993,"MARX, ANGELA (ANGIE)",46,13285.57
40587992,"MALAN, JOHN (THE MAN)",0,0
40587991,"LUKE, BRIAN",0,0
40587989,"JHAVERI, ARUN",0,0
40587987,"JAKEMAN, GLENN M",0,0
40587986,"ILONUMMI, KARI",0,0
40587985,"HENNEMANN, MARC",0,0
40587984,"FLENER, JEARY",0,0
40587982,"COVERDALE, MIKE",6,8054.23
40587981,"COOPER, CARL",0,0
40587979,"BOYCE, RICHARD",0,0
40587978,"BLOOM, TODD A",3,639
40587976,"ARTHUR, KATHLEEN (GRANDMA WARRIOR)",0,0
40461582,"VARGAS, CALANDRA",29,21810.52
40461577,"TODD, STEVEN",0,0
40461569,"STOCKHAM, CHARLES (CASPER)",82,61212.79
40461558,"SEAY, BOB",121,64886.37
40461556,"SCHWARTZ, GAIL",2055,1687349.23
40461539,"PLOWRIGHT, MISTY",70,23843.04
40461527,"NORRIS, CHARLES H (CHUCK)",22,14244.36
40461510,"MARTINEZ, DONALD E",0,0
40461390,"ATHANASOPOULOS, GEORGE",60,52978.6
40460821,"STERN, STEVE",521,525596.99
40459975,"FEDALEI, CHRISTOPHER A",133,100247.12
40433972,"SUKHIA, KEN",109,206903.3
40433968,"COKER, ADAM WARD",5,16280
40433894,"JOHN, RICK",196,178670.08
40433864,"BEINSTEIN, ALEXANDER",15,14210
40426672,"MORSE, NICHOLAS GRANT",104,167133.24
40426555,"SMITH, DARIN D",76,94766
40426388,"HINSON, AMANDA LYNN",40,25489.7
40377359,"GREENE, RYAN BRADY",193,185654
40375459,"ELLISON, GREG",562,510038.87
40375458,"WELLS, STEVEN M",451,769391.4
40245857,"REMAKLUS, KINSEY",0,0
40219509,"GRIEGO, HARRY",5,10930.26
40219507,"CARDWELL IV, CHARLES PAT (PAT)",33,87344
40219496,"GONZALEZ, JACKEE K",34,21813
40219495,"WADE, MICHAEL L (MIKE)",141,146692.7
40218884,"GREGORY, DU WAYNE",770,376405.47
40218881,"THRONE-HOLST, ANNA E",10029,3873333.99
39849782,"MOSS, VANESSA",0,0
39849781,"MORRISON, TERRANCE",3,10200
39849779,"KLAUSNER, HOWARD",0,0
39849778,"WINFREY, JANICE",76,78488.64
39849775,"JONES, JEFF",14,17854.84
39849772,"ACCAVITTI JR, FRANK",40,48425.82
39849771,"VANASSCHE, DAVID J",34,169742.74
39849768,"MITCHELL, PAUL",1,16000
39849766,"MORSE, CHRISTOPHER R",16,17225.36
39849765,"GILBERT, MELISSA",1357,714435.65
39849764,"NORTH, DOUG",0,0
39849763,"HARDWICK, AL",0,0
39849762,"SMITH, DOUGLAS",19,30184.5
39849761,"MURPHY, DENNIS B",59,15639.94
39849758,"BERGMAN, JOHN W (JACK)",610,1178147.9
39828188,"VOLPE, FRANK",27,15191.67
39828187,"KNIGHT, ZACHARY",0,0
39828184,"WHITE, SEVIER",0,0
39828183,"ROBERTS, SHAWN M",0,0
39828182,"TAYLOR, JAMES",21,18041
39828181,"OWEN, CHRISTINA",0,0
39828179,"BROWN, DESIREE",10,4631.71
39828177,"SCHIEFELBEIN, PAUL E",0,0
39828173,"ROGERS, EVELYN L",0,0
39828171,"HULLUM, DAVID MATTHEW",1,4500
39827666,"WAITE, NEIL M",0,0
39827664,"VILLINES, WAYNE J",0,0
39827640,"SOLORIO, JOSE A",0,0
39827639,"SMITH, RODNEY",0,0
39827636,"SINGER, ALEX CHANNING",5,4864.97
39827633,"SHEPHERD, RICK",28,8751.29
39827626,"SCHIFFMAN, STEVEN M",0,0
39827624,"SCHAEFER, MIKE",0,0
39827617,"ROSEN, JACKY",2014,1692551.44
39827615,"ROLLE, DAN",328,16220.85
39827575,"MILLER, JEFF",0,0
39827568,"MATTHEWS, ANDY",332,233151.62
39827565,"MARKOWITZ, WARREN",0,0
39827556,"LITTLE, MIKE",0,0
39827543,"KNIGHT, DREW",0,0
39827540,"KHAL, SAMI",0,0
39827533,"JOHNSTON, GARY (COACH)",0,0
39827524,"HORNE, FREDDY A (FRED)",39,73862.55
39827485,"FLORES, LUCY",1780,1100133.85
39827481,"EVERHART, JOHN H",0,0
39827480,"EVANS, H D (CHIP)",414,211021.29
39827475,"DSILVA, REUBEN",40,26344.17
39827457,"CASUTT, BRANDON",0,0
39827449,"CARLISLE, STEPHANIE",0,0
39827439,"BOYLAN, PATRICK",0,0
39827438,"BOWERS, KERRY",144,23463.21
39827432,"BAKER, LOUIS (BLULAKER)",0,0
39827426,"ARBERRY JR, MORSE",0,0
39762756,"RADUC, ANNA GRACE",0,0
39715851,"MCCOLLAUM JR, PAUL J",0,0
39715848,"FAIRBANKS III, CHADWICK H",0,0
39714768,"WILLIAMS, M LATROY",0,0
39714767,"FORD, JUSTIN",0,0
39714764,"ALBERSON, WAYNE",0,0
39714763,"TALLEY-LANE, KAREN",0,0
39714762,"MONTAGUE, ADRIAN M",0,0
39714760,"FRYE, GREGORY ALAN",0,0
39714758,"WHARTON, DAVID",0,0
39714757,"MALDONADO, DAVID J",3,5184
39714756,"LUTTRELL, MARK H",367,353228.67
39714755,"LEATHERWOOD, TOM",57,53556.68
39714753,"HOWELL, GEORGE B",0,0
39714752,"HONEYCUTT, RAYMOND",0,0
39714750,"BAULT, DAVE",0,0
39714749,"BAKER, HUNTER",13,10328.99
39714748,"ATKINS, KEN",0,0
39714745,"CHANDLER, THARON",0,0
39714740,"ROSS, DAVID",0,0
39714739,"KENT, DAVID W",14,6104.03
39714735,"SNYDER, STACY RIES",66,74750
39714733,"BALL, JODY",0,0
39714729,"REYNOLDS, STEVEN",44,49873.49
39714728,"PERSLEY, ERRAN",3,7650
39714724,"TYLER, RICK",0,0
39714722,"LOVE, GEORGE RYAN",0,0
39714721,"FRIEDMAN, MICHAEL",0,0
39714718,"STARR, STUART",0,0
39714716,"BOHMS, ALAN",0,0
39714715,"TRIBBLE, CLINT",10,52837.82
39714548,"CRAIG, RAYMOND A",0,0
39714547,"PERSON, FRANCIS J",674,706533
39714538,"BLACK, PHILIP H",0,0
39714537,"BJORN, ARIK M",147,67426.06
39714353,"SMITH, ANDE ALLEN",253,147070.51
39714270,"HOLBROOK, MARK I",203,102603.75
39707534,"UCCIO, STEVEN J",12,5624.95
39707533,"KUCSMA, ALEXANDER J",0,0
39707530,"WENZEL, JOSEPH M",0,0
39707525,"DELGADO, ELOY J",10,14645.49
39707524,"KHAN, AGHA",15,5910
39707522,"JACOB, PETER",265,320853.43
39707520,"SONNEK-SCHMELZ, BRENT",118,75784.4
39707518,"GOTTHEIMER, JOSHUA S",6082,4773284.64
39707516,"VALLOROSI, PETER",0,0
39707514,"MACDONALD, BRUCE C",0,0
39707513,"KEADY, JIM",70,73778.22
39707509,"PATTERSON, BOB",225,221434.33
39707508,"LAW, ALEX",121,70678.18
39707315,"VELTMEYER, JAMES",223,120886
39707314,"ASH, JIM",61,35117.51
39707313,"WALPERT, NICHOLAS (NICK)",0,0
39707312,"HORST, JOHN",12,14600
39707310,"CANADA, KENNETH (MIKE)",1,17000
39707309,"ALLVORD, TERRY REAGAN",24,10161.36
39707307,"HIDALGO JR, JUAN M",104,74795.74
39707306,"MERCADO-FLORES, JUAN (CHARLY)",3,8100
39707305,"SHIOURA, H FUJI",0,0
39707304,"MEISTERLIN, SCOTT C",0,0
39707303,"MALLOY, PATRICK",39,27016.29
39707302,"WINGO, RYAN GLENN",0,0
39707300,"APPLEGATE, DOUG LOREN",2694,2047737.28
39707297,"MARIN, NANCY TRINIDAD",0,0
39707295,"PETERSON, BOB",22,30918
39707294,"CONTRERAS, LOUIE A",0,0
39707293,"NGUYEN, BAO",353,265159.44
39707292,"DUNN, JOE",403,404383.55
39707290,"DE MAURICIO, MICHAEL",0,0
39707289,"SIEGEL, RONALD",0,0
39707288,"SOTOMAYOR, ARMANDO",0,0
39707287,"ORTIZ, SYLVIA",0,0
39707286,"MUSANTE, MARCUS C",62,72651.38
39707284,"GRIFFIN, MORRIS F",0,0
39707283,"DELGADILLO, MARTHA C",0,0
39707282,"BARRAGAN, NANETTE DIAZ",2870,1895510.01
39707281,"NAVARRO, OMAR",4,2846
39707278,"RYAN, CODY",0,0
39707277,"FOX, RANDY",53,67065
39707276,"GONZALEZ, ROMAN GABRIEL",0,0
39707275,"MURDOCK, BRETT",83,78882.92
39707274,"ADAMS, SCOTT MICHAEL",0,0
39707273,"HASAS, SHARIFF A",1,2250
39707272,"WIGGINS, CHRIS BLAKE",0,0
39707271,"WOLKOWICZ, STEPHAN (STEVEN)",0,0
39707268,"FISCHELLA, TYLER",9,3747.65
39707266,"WRIGHT, KENNETH W",97,71927
39707265,"FISHER, GORDON E",0,0
39707263,"FLYNN, SEAN",206,677341.76
39707261,"AHMED, KAISAR",0,0
39707260,"TOWNSEND, CHRISTOPHER DAVID",0,0
39707257,"PATRICK, PATREA",0,0
39707256,"DAVIS, LUKE",0,0
39707255,"SHAMMAS, JOSEPH (JOE)",23,43498.27
39707254,"GUZMAN, DAVID Z",7,5957
39707252,"BERNAL, BENNY (BENITO)",20,15602.48
39707251,"ALARCON, RICHARD",168,99543.45
39707250,"SOLIS, LENORE",0,0
39707249,"SWEENEY, TIM",0,0
39707243,"CAFORIO, BRYAN",3038,1675667.5
39707242,"UEBERSAX, JOHN",0,0
39707239,"ACHADJIAN, K H KATCHO",1130,796369.85
39707238,"SCHNIEDER, HELENE",822,561038.1
39707237,"OSTRANDER, WILLIAM (BILL)",216,75698.34
39707236,"LUCAS, BENJAMIN",0,0
39707235,"CARBAJAL, SALUD",3490,3100411.8
39707234,"MORRIS, GERALD",0,0
39707233,"ANDRES, TERESITA (TESS)",0,0
39707232,"CAMPOS, LOUIE J",12,5638.6
39707231,"PARRA, DANIEL",100,75143.07
39707230,"HUERTA, EMILIO JESUS",666,760264.56
39707229,"DIGBY, JACK",0,0
39707228,"WILLIAMS, JOE",0,0
39707227,"LUCIUS, CASEY",479,420369.55
39707226,"PANETTA, JIMMY",1285,1464017.14
39707224,"HARLOW, BOB",0,0
39707222,"COHEN, RON",8,4094.4
39707218,"ROGERS, DAVID",306,227592.54
39707215,"PICUS, PRESTON",50,28263.57
39707214,"MILLER, BOB",7,5622.38
39707213,"PETERSON, ROGER ALLEN",9,7046.88
39707212,"HODGES, ROBERT",0,0
39707210,"BARKELY, MICHAEL J (MIKE)",15,45478.62
39707209,"APPLEBY, ALEX",0,0
39707207,"RAMIREZ, RITA",28,35743.12
39707205,"LA PLANTE, ROGER",0,0
39707204,"JONES, SCOTT R",1299,1357147.83
39707203,"SERETSKIY, YURIY",0,0
39707202,"GALVAN, MARIO",0,0
39707201,"EVANS, ROBERT (BOB)",4,2905
39707200,"JEFFERSON, JRMAR",0,0
39707199,"SANTAMARIA, CARLOS",1,2700
39707198,"POLING, ALEX",0,0
39707197,"PALSSON, NILS",21,10240.59
39707196,"WHITE, SEAN",0,0
39707195,"DERLET, ROBERT W",236,92767.05
39707194,"DETERT, RYAN",19,9445.92
39707193,"CLEEK, N EUGENE",197,388519.17
39707192,"WOOKEY, MATTHEW ROBERT",0,0
39707191,"SCHRODE, ERIN A",53,58283.5
39707189,"GERLACH, JEFF",0,0
39707188,"MONTES, JOE",86,175979.67
39707186,"PETERSON, DAVID",0,0
39705549,"WILSON JR, ROBERT G (ROBIN)",0,0
39705522,"SIMPSON, CORY STEWART",220,178586.63
39705494,"PAYNE, ROBERT THOMAS",0,0
39705464,"MANYPENNY II, MICHAEL NOEL (MIKE)",97,21193.84
39705386,"DETCH, MATTHEW P",121,18601.45
39698024,"MCLENDON, GUY",0,0
39660223,"SHEKARI, MELODY",86,95355.43
39656648,"SHELL, JONATHAN",0,0
39656647,"BROWN, HAL",38,52879.97
39656646,"SMITH, PHILLIP S",0,0
39656645,"COWELL, DAVE",0,0
39656641,"BRIXEY, BENJAMIN T",0,0
39656640,"NELSON, JAMES",0,0
39656639,"CANOVI, MATTHEW K",0,0
39656638,"BRADHAM, NATHAN CLAY",0,0
39656637,"SPENCER, LYNDLE",11,2837.85
39656636,"EVANS, MATTHEW",0,0
39656635,"BATSCHE, CHRISTOPHER",0,0
39656634,"REED, STEVEN",0,0
39656633,"LOMBARDI-OLIVE, CAMILLE",0,0
39656630,"MCNABNEY, MATTHEW C",0,0
39656629,"BLACKWELL, DAVID M",0,0
39656628,"GONZALEZ, TRAVIS",2,221
39656622,"RUCKER, AUSTIN",4,210
39656620,"BLISS, MARK",0,0
39656618,"TRUMAN, JACK",0,0
39656617,"SIMMONS, DOANITA",4,2663
39656616,"HOGAN, DAN",0,0
39656615,"DAVIS, CYNTHIA LYNN",10,7104.23
39656614,"MILLER, KEVIN",0,0
39656612,"SEARS, GREG",0,0
39656610,"BERRY III, PAUL",0,0
39656609,"HAAS, WILLIAM (BILL)",1,10
39525393,"TUCK, MICKEY",42,6337
39525392,"LEVENE, ALLAN",0,0
39525390,"CARPENTER MCCRACKEN, TRICIA",1,6882.32
39525388,"NOLIN, JOYCE",0,0
39525387,"COLLINS, HAYDEN",0,0
39525386,"WILSON, DON",0,0
39525385,"COWAN, DANIEL",105,395184.52
39525383,"BROUN, PAUL C",112,140950.23
39525382,"SCUPIN, MIKE",10,11076.2
39525381,"FONTAINE, BERNIE",11,17491.34
39525380,"HARRIS, JAMES NEAL",0,0
39525379,"HICKS, ANGELA",23,45600.19
39525378,"STOOKSBURY, RODNEY",0,0
39525376,"BELL, DOUGLAS",38,10268.57
39525374,"COOK, TAMARKUS",16,16640.97
39525373,"ANDERS, SAMUEL",13,6782.25
39525372,"MIX, RICHARD",20,78380
39525371,"CRANE, MIKE",489,506140.05
39525370,"PACE, JIM",251,528047.01
39525369,"THOMAS, ARNALL (ROD)",0,0
39525368,"PENDLEY, ANGELA",0,0
39525367,"DUKE, GREG",65,36320
39494777,"SIDLE, CALVIN",16,6712.28
39494754,"PAPE, MIKE",402,420754
39494734,"KEMPER, NANCY JO",935,453544.81
39494716,"GASKINS, SAMUEL L",32,12537.67
39494716,"GASKINS, SAMUEL L",0,0
39494698,"COMER, JAMES R",954,1059522.08
39494698,"COMER, JAMES R",0,0
39494695,"CAUGHEY JR, MILES A",0,0
39494691,"BURK JR, JOHN",2,1150
39494685,"BRILL, ROGER Q",2,3500
39494684,"BRATCHER, HAROLD",11,7525.32
39451286,"LYNN STEIN, JEFFREY",0,0
39451285,"WIK, DANIEL M",0,0
39447194,"MOWRER, JIM",4998,1939526.27
39441682,"MARIE, LISA",0,0
39441681,"MARTINEZ, JENNIFER",23,20082
39441680,"TOMKINS, ANTHONY",13,1438.62
39441679,"HAUGEN, ISAAC M",0,0
39441678,"COUNSIL, GORDON",0,0
39441677,"PIOTROWSKI, JAMES",410,316083.3
39441676,"NIKOLOVA, STANIELA",0,0
39441675,"FOX, SHIZANDRA",0,0
39434670,"CONNOLLY, MATT",32,30398
39434663,"DAUGHERTY, RICK",21,22367.27
39434653,"HALVORSON, ART",115,290718.55
39434651,"WARREN, ANDREW L",12,-4790
39434650,"DUOME, MARC",15,11151.59
39434649,"FITZPATRICK, BRIAN",1700,2154564.28
39434647,"SANTARSIERO, STEVE",5995,2792903.61
39434644,"GOLDERER, BILL",401,351550.82
39434638,"STRANO TAYLOR, KERITH",197,104898.06
39434634,"MUROFF, DAN",642,314458.81
39434631,"GORDON, BRIAN ANTHONY",83,79350.34
39434630,"WILLIAMS, DEBORAH",0,0
39434588,"WOODLEY, SHABBA",0,0
39434587,"WEST, BEN",59,44952
39434583,"ROMERO, PAUL J",0,0
39434582,"RAINEY, EARL D",0,0
39434581,"MCKINNEY, JOSEPH L",0,0
39434580,"HEINRICH, BRIAN J",0,0
39434579,"CRARY, JAMES A (JIM)",0,0
39434578,"BURGESS, JONATHAN E",0,0
39434576,"ALLAN, SETH",47,17335.29
39389538,"MACKEY, ALFRED",0,0
39289478,"JUNEAU, DENISE",9383,2707063.2
39037791,"GILES, JIMMY",0,0
39037790,"BOUIE II, JOHN",0,0
39037788,"CLEVER, PAUL",0,0
39037786,"SHEETS, LAJENA",0,0
39037785,"MCLEOD, JOHNNY",0,0
39037783,"MCCLUSKEY, RICHARD BLAKE",0,0
39037782,"WILSON, CHASE",0,0
39037781,"GLADNEY, MARK",126,61077
39037780,"STEWART, NATHAN",0,0
39037777,"OWENS, JACOB",0,0
38601916,"WUNDER, JASEN",0,0
38601915,"COX, DAN",110,76955.71
38601913,"JAWANDO, WILLIAM",844,501380.74
38601912,"SHUDOFSKY, ARYEH",60,40977.35
38601910,"JONES, JEFFREY W",0,0
38601909,"MATTHEWS, KATHLEEN",3100,2111326.51
38601908,"RUBIN, JOEL",594,269895.62
38601907,"BOLLING, DAN",2,2660
38601905,"HOENIG, MYLES B",0,0
38601903,"PETRUS, ADRIAN",0,0
38601903,"PETRUS, ADRIAN",0,0
38601901,"MASON, CHRISTOPHER JAMES",0,0
38601900,"BAKER, TERRY L",62,39831.5
38601899,"CHENG, SCOTT",0,0
38601898,"PAINTER, HAROLD",7,22078.87
38601897,"FADDIS, CHARLES SAM",201,268660.21
38601896,"BECK, KRISTIN",6,6125.88
38601895,"WILSON, DEBBIE F",0,0
38601893,"BUCK, ROB",0,0
38601892,"CLARK, KAMESHA T",0,0
38601890,"STRAIT, TERENCE",13,9668.02
